timestamp,device_id,sensor_id,adc_value,moisture_level,digital_status,weather_temp,weather_humidity,weather_sunlight,weather_wind_speed,location,weather_fetched
2/25/25 1:28,00000000e23f5b4d,2,14291,38.06,Dry,10.6,93,0,6.6,"Stockton, California, US",2/25/25 1:28
2/25/25 1:28,00000000e23f5b4d,3,18801,7.99,Dry,10.6,93,0,6.6,"Stockton, California, US",2/25/25 1:28
2/25/25 1:28,00000000e23f5b4d,4,17919,13.87,Dry,10.6,93,0,6.6,"Stockton, California, US",2/25/25 1:28
2/25/25 1:43,00000000e23f5b4d,1,14915,33.9,Dry,10.4,93,0,5.7,"Stockton, California, US",2/25/25 1:43
2/25/25 1:43,00000000e23f5b4d,2,14176,38.83,Dry,10.4,93,0,5.7,"Stockton, California, US",2/25/25 1:43
2/25/25 1:43,00000000e23f5b4d,3,18816,7.89,Dry,10.4,93,0,5.7,"Stockton, California, US",2/25/25 1:43
2/25/25 1:43,00000000e23f5b4d,4,17918,13.88,Dry,10.4,93,0,5.7,"Stockton, California, US",2/25/25 1:43
2/25/25 1:58,00000000e23f5b4d,1,14741,35.06,Dry,10.3,91,0,5.6,"Stockton, California, US",2/25/25 1:58
2/25/25 1:58,00000000e23f5b4d,2,14294,38.04,Dry,10.3,91,0,5.6,"Stockton, California, US",2/25/25 1:58
2/25/25 1:58,00000000e23f5b4d,3,18786,8.09,Dry,10.3,91,0,5.6,"Stockton, California, US",2/25/25 1:58
2/25/25 1:58,00000000e23f5b4d,4,17909,13.94,Dry,10.3,91,0,5.6,"Stockton, California, US",2/25/25 1:58
2/25/25 2:13,00000000e23f5b4d,1,14779,34.81,Dry,9.7,93,0,6.5,"Stockton, California, US",2/25/25 2:13
2/25/25 2:13,00000000e23f5b4d,2,14136,39.09,Dry,9.7,93,0,6.5,"Stockton, California, US",2/25/25 2:13
2/25/25 2:13,00000000e23f5b4d,3,18780,8.13,Dry,9.7,93,0,6.5,"Stockton, California, US",2/25/25 2:13
2/25/25 2:13,00000000e23f5b4d,4,17905,13.97,Dry,9.7,93,0,6.5,"Stockton, California, US",2/25/25 2:13
2/25/25 2:28,00000000e23f5b4d,1,15001,33.33,Dry,9.6,91,0,6,"Stockton, California, US",2/25/25 2:28
2/25/25 2:28,00000000e23f5b4d,2,13864,40.91,Dry,9.6,91,0,6,"Stockton, California, US",2/25/25 2:28
2/25/25 2:28,00000000e23f5b4d,3,18820,7.87,Dry,9.6,91,0,6,"Stockton, California, US",2/25/25 2:28
2/25/25 2:28,00000000e23f5b4d,4,17943,13.71,Dry,9.6,91,0,6,"Stockton, California, US",2/25/25 2:28
2/25/25 2:43,00000000e23f5b4d,1,14914,33.91,Dry,9.2,91,0,5.5,"Stockton, California, US",2/25/25 2:43
2/25/25 2:43,00000000e23f5b4d,2,14166,38.89,Dry,9.2,91,0,5.5,"Stockton, California, US",2/25/25 2:43
2/25/25 2:43,00000000e23f5b4d,3,18837,7.75,Dry,9.2,91,0,5.5,"Stockton, California, US",2/25/25 2:43
2/25/25 2:43,00000000e23f5b4d,4,17962,13.59,Dry,9.2,91,0,5.5,"Stockton, California, US",2/25/25 2:43
2/25/25 2:58,00000000e23f5b4d,1,14766,34.89,Dry,9.1,91,0,4.8,"Stockton, California, US",2/25/25 2:58
2/25/25 2:58,00000000e23f5b4d,2,13860,40.93,Dry,9.1,91,0,4.8,"Stockton, California, US",2/25/25 2:58
2/25/25 2:58,00000000e23f5b4d,3,18856,7.63,Dry,9.1,91,0,4.8,"Stockton, California, US",2/25/25 2:58
2/25/25 2:58,00000000e23f5b4d,4,17963,13.58,Dry,9.1,91,0,4.8,"Stockton, California, US",2/25/25 2:58
2/25/25 3:13,00000000e23f5b4d,1,15003,33.31,Dry,9.4,99,0,4.1,"Stockton, California, US",2/25/25 3:13
2/25/25 3:13,00000000e23f5b4d,2,13880,40.8,Dry,9.4,99,0,4.1,"Stockton, California, US",2/25/25 3:13
2/25/25 3:13,00000000e23f5b4d,3,18863,7.58,Dry,9.4,99,0,4.1,"Stockton, California, US",2/25/25 3:13
2/25/25 3:13,00000000e23f5b4d,4,17962,13.59,Dry,9.4,99,0,4.1,"Stockton, California, US",2/25/25 3:13
2/25/25 3:28,00000000e23f5b4d,1,14815,34.57,Dry,9.5,91,0,4,"Stockton, California, US",2/25/25 3:28
2/25/25 3:28,00000000e23f5b4d,2,14257,38.29,Dry,9.5,91,0,4,"Stockton, California, US",2/25/25 3:28
2/25/25 3:28,00000000e23f5b4d,3,18851,7.66,Dry,9.5,91,0,4,"Stockton, California, US",2/25/25 3:28
2/25/25 3:28,00000000e23f5b4d,4,17973,13.51,Dry,9.5,91,0,4,"Stockton, California, US",2/25/25 3:28
2/25/25 3:43,00000000e23f5b4d,1,15033,33.11,Dry,9.5,91,0,5,"Stockton, California, US",2/25/25 3:43
2/25/25 3:43,00000000e23f5b4d,2,14005,39.97,Dry,9.5,91,0,5,"Stockton, California, US",2/25/25 3:43
2/25/25 3:43,00000000e23f5b4d,3,18849,7.67,Dry,9.5,91,0,5,"Stockton, California, US",2/25/25 3:43
2/25/25 3:43,00000000e23f5b4d,4,17961,13.59,Dry,9.5,91,0,5,"Stockton, California, US",2/25/25 3:43
2/25/25 3:58,00000000e23f5b4d,1,14993,33.38,Dry,9.4,91,0,4.9,"Stockton, California, US",2/25/25 3:58
2/25/25 3:58,00000000e23f5b4d,2,14179,38.81,Dry,9.4,91,0,4.9,"Stockton, California, US",2/25/25 3:58
2/25/25 3:58,00000000e23f5b4d,3,18809,7.94,Dry,9.4,91,0,4.9,"Stockton, California, US",2/25/25 3:58
2/25/25 3:58,00000000e23f5b4d,4,17931,13.79,Dry,9.4,91,0,4.9,"Stockton, California, US",2/25/25 3:58
2/25/25 4:13,00000000e23f5b4d,1,15004,33.31,Dry,9.4,96,0,4.8,"Stockton, California, US",2/25/25 4:13
2/25/25 4:13,00000000e23f5b4d,2,13829,41.14,Dry,9.4,96,0,4.8,"Stockton, California, US",2/25/25 4:13
2/25/25 4:13,00000000e23f5b4d,3,18866,7.56,Dry,9.4,96,0,4.8,"Stockton, California, US",2/25/25 4:13
2/25/25 4:13,00000000e23f5b4d,4,17942,13.72,Dry,9.4,96,0,4.8,"Stockton, California, US",2/25/25 4:13
2/25/25 4:29,00000000e23f5b4d,1,14758,34.95,Dry,8.9,91,0,4.5,"Stockton, California, US",2/25/25 4:28
2/25/25 4:29,00000000e23f5b4d,2,14226,38.49,Dry,8.9,91,0,4.5,"Stockton, California, US",2/25/25 4:28
2/25/25 4:29,00000000e23f5b4d,3,18906,7.29,Dry,8.9,91,0,4.5,"Stockton, California, US",2/25/25 4:28
2/25/25 4:29,00000000e23f5b4d,4,17954,13.64,Dry,8.9,91,0,4.5,"Stockton, California, US",2/25/25 4:28
2/25/25 4:44,00000000e23f5b4d,1,14760,34.93,Dry,9.2,91,0,6.4,"Stockton, California, US",2/25/25 4:44
2/25/25 4:44,00000000e23f5b4d,2,14162,38.92,Dry,9.2,91,0,6.4,"Stockton, California, US",2/25/25 4:44
2/25/25 4:44,00000000e23f5b4d,3,18867,7.55,Dry,9.2,91,0,6.4,"Stockton, California, US",2/25/25 4:44
2/25/25 4:44,00000000e23f5b4d,4,17976,13.49,Dry,9.2,91,0,6.4,"Stockton, California, US",2/25/25 4:44
2/25/25 4:59,00000000e23f5b4d,1,14909,33.94,Dry,9,91,0,6.3,"Stockton, California, US",2/25/25 4:59
2/25/25 4:59,00000000e23f5b4d,2,14219,38.54,Dry,9,91,0,6.3,"Stockton, California, US",2/25/25 4:59
2/25/25 4:59,00000000e23f5b4d,3,18891,7.39,Dry,9,91,0,6.3,"Stockton, California, US",2/25/25 4:59
2/25/25 4:59,00000000e23f5b4d,4,18019,13.21,Dry,9,91,0,6.3,"Stockton, California, US",2/25/25 4:59
2/25/25 5:14,00000000e23f5b4d,1,14890,34.07,Dry,8.7,93,0,6.3,"Stockton, California, US",2/25/25 5:14
2/25/25 5:14,00000000e23f5b4d,2,14272,38.19,Dry,8.7,93,0,6.3,"Stockton, California, US",2/25/25 5:14
2/25/25 5:14,00000000e23f5b4d,3,18869,7.54,Dry,8.7,93,0,6.3,"Stockton, California, US",2/25/25 5:14
2/25/25 5:14,00000000e23f5b4d,4,17980,13.47,Dry,8.7,93,0,6.3,"Stockton, California, US",2/25/25 5:14
2/25/25 5:29,00000000e23f5b4d,1,14790,34.73,Dry,8.6,91,0,6.4,"Stockton, California, US",2/25/25 5:29
2/25/25 5:29,00000000e23f5b4d,2,14253,38.31,Dry,8.6,91,0,6.4,"Stockton, California, US",2/25/25 5:29
2/25/25 5:29,00000000e23f5b4d,3,18885,7.43,Dry,8.6,91,0,6.4,"Stockton, California, US",2/25/25 5:29
2/25/25 5:29,00000000e23f5b4d,4,18007,13.29,Dry,8.6,91,0,6.4,"Stockton, California, US",2/25/25 5:29
2/25/25 5:44,00000000e23f5b4d,1,15043,33.05,Dry,8.5,91,0,6.8,"Stockton, California, US",2/25/25 5:44
2/25/25 5:44,00000000e23f5b4d,2,13954,40.31,Dry,8.5,91,0,6.8,"Stockton, California, US",2/25/25 5:44
2/25/25 5:44,00000000e23f5b4d,3,18866,7.56,Dry,8.5,91,0,6.8,"Stockton, California, US",2/25/25 5:44
2/25/25 5:44,00000000e23f5b4d,4,17967,13.55,Dry,8.5,91,0,6.8,"Stockton, California, US",2/25/25 5:44
2/25/25 5:59,00000000e23f5b4d,1,15081,32.79,Dry,8.9,91,0,10.5,"Stockton, California, US",2/25/25 5:59
2/25/25 5:59,00000000e23f5b4d,2,13954,40.31,Dry,8.9,91,0,10.5,"Stockton, California, US",2/25/25 5:59
2/25/25 5:59,00000000e23f5b4d,3,18930,7.13,Dry,8.9,91,0,10.5,"Stockton, California, US",2/25/25 5:59
2/25/25 5:59,00000000e23f5b4d,4,18080,12.8,Dry,8.9,91,0,10.5,"Stockton, California, US",2/25/25 5:59
2/25/25 6:14,00000000e23f5b4d,1,15038,33.08,Dry,8.7,100,0,9.5,"Stockton, California, US",2/25/25 6:14
2/25/25 6:14,00000000e23f5b4d,2,14222,38.52,Dry,8.7,100,0,9.5,"Stockton, California, US",2/25/25 6:14
2/25/25 6:14,00000000e23f5b4d,3,18948,7.01,Dry,8.7,100,0,9.5,"Stockton, California, US",2/25/25 6:14
2/25/25 6:14,00000000e23f5b4d,4,18074,12.84,Dry,8.7,100,0,9.5,"Stockton, California, US",2/25/25 6:14
2/25/25 6:29,00000000e23f5b4d,1,15037,33.09,Dry,8,91,0,8.3,"Stockton, California, US",2/25/25 6:29
2/25/25 6:29,00000000e23f5b4d,2,14252,38.32,Dry,8,91,0,8.3,"Stockton, California, US",2/25/25 6:29
2/25/25 6:29,00000000e23f5b4d,3,18952,6.99,Dry,8,91,0,8.3,"Stockton, California, US",2/25/25 6:29
2/25/25 6:29,00000000e23f5b4d,4,18051,12.99,Dry,8,91,0,8.3,"Stockton, California, US",2/25/25 6:29
2/25/25 6:44,00000000e23f5b4d,1,14971,33.53,Dry,7.8,91,0,6.9,"Stockton, California, US",2/25/25 6:44
2/25/25 6:44,00000000e23f5b4d,2,14177,38.82,Dry,7.8,91,0,6.9,"Stockton, California, US",2/25/25 6:44
2/25/25 6:44,00000000e23f5b4d,3,19021,6.53,Dry,7.8,91,0,6.9,"Stockton, California, US",2/25/25 6:44
2/25/25 6:44,00000000e23f5b4d,4,18098,12.68,Dry,7.8,91,0,6.9,"Stockton, California, US",2/25/25 6:44
2/25/25 6:59,00000000e23f5b4d,1,15197,32.02,Dry,7.7,91,0,6.5,"Stockton, California, US",2/25/25 6:59
2/25/25 6:59,00000000e23f5b4d,2,14197,38.69,Dry,7.7,91,0,6.5,"Stockton, California, US",2/25/25 6:59
2/25/25 6:59,00000000e23f5b4d,3,18958,6.95,Dry,7.7,91,0,6.5,"Stockton, California, US",2/25/25 6:59
2/25/25 6:59,00000000e23f5b4d,4,18049,13.01,Dry,7.7,91,0,6.5,"Stockton, California, US",2/25/25 6:59
2/25/25 7:14,00000000e23f5b4d,1,14925,33.83,Dry,7.7,100,0,5.9,"Stockton, California, US",2/25/25 7:14
2/25/25 7:14,00000000e23f5b4d,2,14344,37.71,Dry,7.7,100,0,5.9,"Stockton, California, US",2/25/25 7:14
2/25/25 7:14,00000000e23f5b4d,3,18928,7.15,Dry,7.7,100,0,5.9,"Stockton, California, US",2/25/25 7:14
2/25/25 7:14,00000000e23f5b4d,4,18052,12.99,Dry,7.7,100,0,5.9,"Stockton, California, US",2/25/25 7:14
2/25/25 7:29,00000000e23f5b4d,1,14972,33.52,Dry,7.7,91,0,6.9,"Stockton, California, US",2/25/25 7:29
2/25/25 7:29,00000000e23f5b4d,2,14222,38.52,Dry,7.7,91,0,6.9,"Stockton, California, US",2/25/25 7:29
2/25/25 7:29,00000000e23f5b4d,3,18959,6.94,Dry,7.7,91,0,6.9,"Stockton, California, US",2/25/25 7:29
2/25/25 7:29,00000000e23f5b4d,4,18064,12.91,Dry,7.7,91,0,6.9,"Stockton, California, US",2/25/25 7:29
2/25/25 7:44,00000000e23f5b4d,1,14942,33.72,Dry,7.7,91,0,7.6,"Stockton, California, US",2/25/25 7:44
2/25/25 7:44,00000000e23f5b4d,2,14314,37.91,Dry,7.7,91,0,7.6,"Stockton, California, US",2/25/25 7:44
2/25/25 7:44,00000000e23f5b4d,3,18983,6.78,Dry,7.7,91,0,7.6,"Stockton, California, US",2/25/25 7:44
2/25/25 7:44,00000000e23f5b4d,4,18250,11.67,Dry,7.7,91,0,7.6,"Stockton, California, US",2/25/25 7:44
2/25/25 7:59,00000000e23f5b4d,1,15211,31.93,Dry,8.1,91,0,8.2,"Stockton, California, US",2/25/25 7:59
2/25/25 7:59,00000000e23f5b4d,2,14027,39.82,Dry,8.1,91,0,8.2,"Stockton, California, US",2/25/25 7:59
2/25/25 7:59,00000000e23f5b4d,3,19000,6.67,Dry,8.1,91,0,8.2,"Stockton, California, US",2/25/25 7:59
2/25/25 7:59,00000000e23f5b4d,4,18094,12.71,Dry,8.1,91,0,8.2,"Stockton, California, US",2/25/25 7:59
2/25/25 8:14,00000000e23f5b4d,1,15070,32.87,Dry,8.1,100,66.2,8.7,"Stockton, California, US",2/25/25 8:14
2/25/25 8:14,00000000e23f5b4d,2,14301,37.99,Dry,8.1,100,66.2,8.7,"Stockton, California, US",2/25/25 8:14
2/25/25 8:14,00000000e23f5b4d,3,19017,6.55,Dry,8.1,100,66.2,8.7,"Stockton, California, US",2/25/25 8:14
2/25/25 8:14,00000000e23f5b4d,4,18125,12.5,Dry,8.1,100,66.2,8.7,"Stockton, California, US",2/25/25 8:14
2/25/25 8:29,00000000e23f5b4d,1,14981,33.46,Dry,8.2,91,0,9.3,"Stockton, California, US",2/25/25 8:29
2/25/25 8:29,00000000e23f5b4d,2,14050,39.67,Dry,8.2,91,0,9.3,"Stockton, California, US",2/25/25 8:29
2/25/25 8:29,00000000e23f5b4d,3,19048,6.35,Dry,8.2,91,0,9.3,"Stockton, California, US",2/25/25 8:29
2/25/25 8:29,00000000e23f5b4d,4,18138,12.41,Dry,8.2,91,0,9.3,"Stockton, California, US",2/25/25 8:29
2/25/25 8:44,00000000e23f5b4d,1,15365,30.9,Dry,8.9,91,0,10,"Stockton, California, US",2/25/25 8:44
2/25/25 8:44,00000000e23f5b4d,2,14479,36.81,Dry,8.9,91,0,10,"Stockton, California, US",2/25/25 8:44
2/25/25 8:44,00000000e23f5b4d,3,18980,6.8,Dry,8.9,91,0,10,"Stockton, California, US",2/25/25 8:44
2/25/25 8:44,00000000e23f5b4d,4,18092,12.72,Dry,8.9,91,0,10,"Stockton, California, US",2/25/25 8:44
2/25/25 8:59,00000000e23f5b4d,1,15006,33.29,Dry,9.3,91,0,10.5,"Stockton, California, US",2/25/25 8:59
2/25/25 8:59,00000000e23f5b4d,2,14472,36.85,Dry,9.3,91,0,10.5,"Stockton, California, US",2/25/25 8:59
2/25/25 8:59,00000000e23f5b4d,3,18991,6.73,Dry,9.3,91,0,10.5,"Stockton, California, US",2/25/25 8:59
2/25/25 8:59,00000000e23f5b4d,4,18102,12.65,Dry,9.3,91,0,10.5,"Stockton, California, US",2/25/25 8:59
2/25/25 9:14,00000000e23f5b4d,1,15233,31.78,Dry,10,88,136.5,10.6,"Stockton, California, US",2/25/25 9:14
2/25/25 9:14,00000000e23f5b4d,2,14057,39.62,Dry,10,88,136.5,10.6,"Stockton, California, US",2/25/25 9:14
2/25/25 9:14,00000000e23f5b4d,3,18989,6.74,Dry,10,88,136.5,10.6,"Stockton, California, US",2/25/25 9:14
2/25/25 9:14,00000000e23f5b4d,4,18084,12.77,Dry,10,88,136.5,10.6,"Stockton, California, US",2/25/25 9:14
2/25/25 9:29,00000000e23f5b4d,1,15389,30.74,Dry,10.3,91,0,11.2,"Stockton, California, US",2/25/25 9:29
2/25/25 9:29,00000000e23f5b4d,2,14092,39.39,Dry,10.3,91,0,11.2,"Stockton, California, US",2/25/25 9:29
2/25/25 9:29,00000000e23f5b4d,3,18998,6.68,Dry,10.3,91,0,11.2,"Stockton, California, US",2/25/25 9:29
2/25/25 9:29,00000000e23f5b4d,4,18108,12.61,Dry,10.3,91,0,11.2,"Stockton, California, US",2/25/25 9:29
2/25/25 9:44,00000000e23f5b4d,1,14970,33.53,Dry,10.9,91,0,10.6,"Stockton, California, US",2/25/25 9:44
2/25/25 9:44,00000000e23f5b4d,2,14441,37.06,Dry,10.9,91,0,10.6,"Stockton, California, US",2/25/25 9:44
2/25/25 9:44,00000000e23f5b4d,3,19004,6.64,Dry,10.9,91,0,10.6,"Stockton, California, US",2/25/25 9:44
2/25/25 9:44,00000000e23f5b4d,4,18150,12.33,Dry,10.9,91,0,10.6,"Stockton, California, US",2/25/25 9:44
2/25/25 9:59,00000000e23f5b4d,1,15102,32.65,Dry,12.2,91,0,11.6,"Stockton, California, US",2/25/25 9:59
2/25/25 9:59,00000000e23f5b4d,2,14423,37.18,Dry,12.2,91,0,11.6,"Stockton, California, US",2/25/25 9:59
2/25/25 9:59,00000000e23f5b4d,3,19018,6.55,Dry,12.2,91,0,11.6,"Stockton, California, US",2/25/25 9:59
2/25/25 9:59,00000000e23f5b4d,4,18124,12.51,Dry,12.2,91,0,11.6,"Stockton, California, US",2/25/25 9:59
2/25/25 10:14,00000000e23f5b4d,1,15298,31.35,Dry,12.6,78,481,12.8,"Stockton, California, US",2/25/25 10:14
2/25/25 10:14,00000000e23f5b4d,2,14005,39.97,Dry,12.6,78,481,12.8,"Stockton, California, US",2/25/25 10:14
2/25/25 10:14,00000000e23f5b4d,3,19038,6.41,Dry,12.6,78,481,12.8,"Stockton, California, US",2/25/25 10:14
2/25/25 10:14,00000000e23f5b4d,4,18129,12.47,Dry,12.6,78,481,12.8,"Stockton, California, US",2/25/25 10:14
2/25/25 10:29,00000000e23f5b4d,1,14938,33.75,Dry,13.1,91,0,13.2,"Stockton, California, US",2/25/25 10:29
2/25/25 10:29,00000000e23f5b4d,2,14406,37.29,Dry,13.1,91,0,13.2,"Stockton, California, US",2/25/25 10:29
2/25/25 10:29,00000000e23f5b4d,3,18971,6.86,Dry,13.1,91,0,13.2,"Stockton, California, US",2/25/25 10:29
2/25/25 10:29,00000000e23f5b4d,4,18091,12.73,Dry,13.1,91,0,13.2,"Stockton, California, US",2/25/25 10:29
2/25/25 10:44,00000000e23f5b4d,1,14963,33.58,Dry,13.7,91,0,13.9,"Stockton, California, US",2/25/25 10:44
2/25/25 10:44,00000000e23f5b4d,2,14131,39.13,Dry,13.7,91,0,13.9,"Stockton, California, US",2/25/25 10:44
2/25/25 10:44,00000000e23f5b4d,3,19012,6.59,Dry,13.7,91,0,13.9,"Stockton, California, US",2/25/25 10:44
2/25/25 10:44,00000000e23f5b4d,4,18127,12.49,Dry,13.7,91,0,13.9,"Stockton, California, US",2/25/25 10:44
2/25/25 10:59,00000000e23f5b4d,1,15041,33.06,Dry,14.2,91,0,14.2,"Stockton, California, US",2/25/25 10:59
2/25/25 10:59,00000000e23f5b4d,2,14398,37.35,Dry,14.2,91,0,14.2,"Stockton, California, US",2/25/25 10:59
